naam	jaar	gewasgroep	lblhfdtlt	area_m2	area_prop
Polders	17532	Voedergewassen	Mengsel van vlinderbloemigen	19432.9035966449	1.96100766160007e-05
Polders	17532	Voedergewassen	Rode klaver	29471.5278267547	2.97402246555187e-05
Polders	17532	Voedergewassen	Voederbieten	2062653.67534672	0.00208145923251573
Polders	17532	Voedergewassen	Voederkool (bladkool)	1022.8869271806	1.03221275769517e-06
Polders	17532	Water	Poelen <= 0,1 ha	87515.7211495216	8.83136165582057e-05
Polders	17532	NA	Bomenrijen	309.044874071476	3.11862487671183e-07
Polders	17532	NA	Winterhaver	79884.2381909934	8.06125560982403e-05
Polders	17532	NA	Zomerhaver	327794.49997199	0.000330783057034472
Polders	17897	Aardappelen	Aardappelen (niet-vroege)	35589775.5407634	0.0359142534531554
Polders	17897	Aardappelen	Aardappelen (pootgoed)	7140574.28584987	0.00720567609113939
Polders	17897	Aardappelen	Aardappelen (primeur, rooi voor 20/6)	5981.13146065085	6.03566243255516e-06
Polders	17897	Aardappelen	Aardappelen (vroege, rooi na 19/6)	2724413.24508995	0.00274925217449672
Polders	17897	Fruit en Noten	Aardbeien	35821.8411061485	3.61484347989592e-05
Polders	17897	Fruit en Noten	Andere meerjarige fruitteelten	223581.632867931	0.000225620063860536
Polders	17897	Fruit en Noten	Druiven	671.389604961783	6.77510775834866e-07
Polders	17897	Fruit en Noten	Kiwibes	14708.5003628541	1.48426002109043e-05
Polders	17897	Fruit en Noten	Meerjarige fruitteelten (appel)	577545.043325086	0.000582810617696462
Polders	17897	Fruit en Noten	Meerjarige fruitteelten (peer)	3587776.87879194	0.00362048723827216
Polders	17897	Fruit en Noten	Meerjarige fruitteelten (zoete kers, laagstam)	38892.1034596189	3.92466892457713e-05
Polders	17897	Fruit en Noten	Meerjarige fruitteelten hoogstam (appel)	24407.8347705245	2.46303650661505e-05
Polders	17897	Fruit en Noten	Stekelbessen	336.976674994454	3.40048947476244e-07
Polders	17897	Granen, zaden en peulvruchten	Andere granen (bv. Mengkoren)	37358.0320680831	3.76986314698029e-05
Polders	17897	Granen, zaden en peulvruchten	Andere oliehoudende zaden	15457.1401191759	1.55980654405979e-05
Polders	17897	Granen, zaden en peulvruchten	Boekweit	4827.95927877759	4.8719765877965e-06
Polders	17897	Granen, zaden en peulvruchten	Brouwgerst	26558.3487078777	2.68004855973177e-05
Polders	17897	Granen, zaden en peulvruchten	Faunamengsel	3487519.22441762	0.00351931551816131
Polders	17897	Granen, zaden en peulvruchten	Quinoa	28051.3409623919	2.83070897109292e-05
Polders	17897	Granen, zaden en peulvruchten	Sojabonen	200967.342409742	0.000202799595148999
Polders	17897	Granen, zaden en peulvruchten	Sorghum	21517.1746917141	2.17133503578558e-05
Polders	17897	Granen, zaden en peulvruchten	Spelt	787856.281399731	0.000795039298363709
Polders	17897	Granen, zaden en peulvruchten	Triticale	1994296.93926265	0.00201247927668145
Polders	17897	Granen, zaden en peulvruchten	Tuin- en veldbonen (niet voor menselijke consumptie)	2508351.35062408	0.00253122040774594
Polders	17897	Granen, zaden en peulvruchten	Voedererwten (niet voor menselijke consumptie)	360423.862312407	0.000363709906706967
Polders	17897	Granen, zaden en peulvruchten	Wintergerst	19766769.1828392	0.019946986110362
Polders	17897	Granen, zaden en peulvruchten	Winterkoolzaad	1466095.94186196	0.00147946258279614
Polders	17897	Granen, zaden en peulvruchten	Winterrogge	128682.877165128	0.000129856100393111
Polders	17897	Granen, zaden en peulvruchten	Wintertarwe	136847497.567702	0.138095159000014
Polders	17897	Granen, zaden en peulvruchten	Zomergerst	578237.998674294	0.000583509890835025
Polders	17897	Granen, zaden en peulvruchten	Zomerkoolzaad	77421.2702182279	7.81271328361692e-05
Polders	17897	Granen, zaden en peulvruchten	Zomertarwe	530237.344370791	0.000535071606569963
Polders	17897	Granen, zaden en peulvruchten	Zonnebloempitten	2975.98934637709	3.00312193700855e-06
Polders	17897	Grasland	Graskruiden mengsel	4556038.9223957	0.00459757708822713
Polders	17897	Grasland	Grasland	193177087.129247	0.194938314813357
Polders	17897	Grasland	Graszoden	80027.0722787074	8.07566924281263e-05
Polders	17897	Grasland	Natuurlijk grasland met minimumactiviteit	3853859.87986408	0.00388899616239099
Polders	17897	Grasland	Natuurlijk grasland zonder minimumactiviteit	83757.8279315143	8.45214620017145e-05
Polders	17897	Grasland	Weiland met niet-oogstbare bomen (> 100 bomen per ha)	578999.517348845	0.000584278352402192
Polders	17897	Grasland	Weiland met oogstbare hoogstam bomen (> 100 bomen/ha)	83613.7739815885	8.43760946879297e-05
Polders	17897	Groenten, kruiden en sierplanten	(Knol)venkel - vers	3251.08907372607	3.28072979439976e-06
Polders	17897	Groenten, kruiden en sierplanten	Ajuinen (niet vroege) - vers	2119984.90840386	0.00213931316397528
Polders	17897	Groenten, kruiden en sierplanten	Ajuinen (niet-vroege) - industrie	3566971.887691	0.00359949256460151
Polders	17897	Groenten, kruiden en sierplanten	Ajuinen (vroege) - industrie	440181.715480733	0.000444194925509235
Polders	17897	Groenten, kruiden en sierplanten	Ajuinen (vroege) - vers	464568.758341311	0.000468804309102132
Polders	17897	Groenten, kruiden en sierplanten	Andere groenten - vers	85148.4691082592	8.59247818857303e-05
Polders	17897	Groenten, kruiden en sierplanten	Andere kruiden -  industrie	122854.695829269	0.000123974782557115
Polders	17897	Groenten, kruiden en sierplanten	Andere niet-houtachtige sierplanten	35369.4783844567	3.56919478109761e-05
Polders	17897	Groenten, kruiden en sierplanten	Asperges - vers	10311.1457795699	1.04051542133431e-05
Polders	17897	Groenten, kruiden en sierplanten	Bladselder - industrie	26073.766603006	2.6311485476671e-05
Polders	17897	Groenten, kruiden en sierplanten	Bloembollen en -knollen, andere dan begonia	274170.168487998	0.000276669823587235
Polders	17897	Groenten, kruiden en sierplanten	Bloemkool - industrie	1337781.31041915	0.00134997808548295
Polders	17897	Groenten, kruiden en sierplanten	Bloemkool - vers	15377.1303497723	1.55173262087981e-05
Polders	17897	Groenten, kruiden en sierplanten	Boomkweek - andere	44629.2799004515	4.50361724799529e-05
Polders	17897	Groenten, kruiden en sierplanten	Boomkweek - sierplanten	45567.90740923	4.59833576120918e-05
Polders	17897	Groenten, kruiden en sierplanten	Broccoli - industrie	90224.4376304901	9.10470288585677e-05
Polders	17897	Groenten, kruiden en sierplanten	Chrysanten	49576.9120250991	5.00289129908911e-05
Polders	17897	Groenten, kruiden en sierplanten	Erwten (andere dan droog geoogst) - industrie	1485129.51415147	0.00149866968733497
Polders	17897	Groenten, kruiden en sierplanten	Erwten (andere dan droog geoogst) - vers	182302.305138146	0.000183964385623249
Polders	17897	Groenten, kruiden en sierplanten	Groene selder - vers	12263.6167973822	1.23754262346806e-05
Polders	17897	Groenten, kruiden en sierplanten	Kerstbomen	14948.5736350068	1.50848622710722e-05
Polders	17897	Groenten, kruiden en sierplanten	Knolselder - industrie	97514.8222648427	9.84038811441135e-05
Polders	17897	Groenten, kruiden en sierplanten	Knolselder - vers	564785.369596291	0.000569934611896688
Polders	17897	Groenten, kruiden en sierplanten	Koolraap - industrie	229363.882438684	0.000231455031163873
Polders	17897	Groenten, kruiden en sierplanten	Perk- en balkonplanten	11645.875483225	1.17520528700547e-05
Polders	17897	Groenten, kruiden en sierplanten	Peterselie - industrie	59976.0640801881	6.05228758476278e-05
Polders	17897	Groenten, kruiden en sierplanten	Peterselie - vers	2441.38074859697	2.46363922358374e-06
Polders	17897	Groenten, kruiden en sierplanten	Pompoenen - vers	155170.065237823	0.000156584776571881
Polders	17897	Groenten, kruiden en sierplanten	Prei - industrie	133619.459781449	0.000134837690655515
Polders	17897	Groenten, kruiden en sierplanten	Prei - vers	131197.060033041	0.00013239320548506
Polders	17897	Groenten, kruiden en sierplanten	Rabarber - vers	204.264217866556	2.06126528768568e-07
Polders	17897	Groenten, kruiden en sierplanten	Radijs - vers	10010.9267596684	1.01021980466246e-05
Polders	17897	Groenten, kruiden en sierplanten	Rode kool - industrie	85539.5470027226	8.63194253025058e-05
Polders	17897	Groenten, kruiden en sierplanten	Rode kool - vers	68933.7252373951	6.95622054938332e-05
Polders	17897	Groenten, kruiden en sierplanten	Sierbomen en -struiken	10627.0404763901	1.0723928974738e-05
Polders	17897	Groenten, kruiden en sierplanten	Sjalotten - vers	62253.7909156718	6.28213690981099e-05
Polders	17897	Groenten, kruiden en sierplanten	Snijbloemen - rozen	29393.9368575909	2.96619262765635e-05
Polders	17897	Groenten, kruiden en sierplanten	Snijbonen - industrie	326814.096805592	0.000329793715369084
Polders	17897	Groenten, kruiden en sierplanten	Spinazie - industrie	40816.5197574198	4.11886507675417e-05
Polders	17897	Groenten, kruiden en sierplanten	Spruitkolen - vers	112281.778492124	0.000113305470171299
Polders	17897	Groenten, kruiden en sierplanten	Spruitkool - industrie	1788736.61901545	0.00180504482875092
Polders	17897	Groenten, kruiden en sierplanten	Stamslabonen - industrie	401242.375292831	0.000404900568870059
Polders	17897	Groenten, kruiden en sierplanten	Stamslabonen - vers	482241.7329708	0.000486638411185403
Polders	17897	Groenten, kruiden en sierplanten	Tomaten - vers	1974.82033104845	1.99282509698562e-06
Polders	17897	Groenten, kruiden en sierplanten	Tuin- en veldbonen (Vicia faba) - industrie	769831.691498609	0.000776850375273801
Polders	17897	Groenten, kruiden en sierplanten	Tuin- en veldbonen (Vicia faba) - vers	334725.512036869	0.000337777260290961
Polders	17897	Groenten, kruiden en sierplanten	Vaste planten	3110.31151450863	3.13866874272325e-06
Polders	17897	Groenten, kruiden en sierplanten	Veldsla - vers	7680.71917712991	7.75074557337424e-06
Polders	17897	Groenten, kruiden en sierplanten	Winterharde sierplanten	4979.52188510401	5.02492101565312e-06
Polders	17897	Groenten, kruiden en sierplanten	Witloof (voor het loof) - vers	11439.1957342589	1.15434887873872e-05
Polders	17897	Groenten, kruiden en sierplanten	Witloofwortel	18027.1076820185	1.81914638258337e-05
Polders	17897	Groenten, kruiden en sierplanten	Witte kool - vers	181444.911885636	0.000183099175373625
Polders	17897	Groenten, kruiden en sierplanten	Wortel (niet-vroege) (consumptie) - industrie	230207.733764985	0.00023230657602329
Polders	17897	Groenten, kruiden en sierplanten	Wortel (niet-vroege) (consumptie) - vers	168320.136859942	0.000169854739587607
Polders	17897	Groenten, kruiden en sierplanten	Wortel (vroege) (consumptie) - industrie	165313.262662676	0.000166820451217379
Polders	17897	Houtachtige gewassen	Andere bebossing	34943.3746584579	3.52619592263241e-05
Polders	17897	Houtachtige gewassen	Bebossing (korte omlooptijd)	29489.2012735852	2.97580592341081e-05
Polders	17897	Houtachtige gewassen	Bebossing loofbomen-ecologisch	12618.1296320635	1.27331712219329e-05
Polders	17897	Houtachtige gewassen	Bomen in groep	5416.46758779296	5.46585042510288e-06
Polders	17897	Houtachtige gewassen	Boomkweek - bosplanten	28242.5845608636	2.85000769091468e-05
Polders	17897	Houtachtige gewassen	Houtkanten en houtwallen <= 10 m breed	70528.2744161809	7.11712924431128e-05
Polders	17897	Houtachtige gewassen	Wijmenaanplantingen	78268.0026902174	7.89815851091603e-05
Polders	17897	Landbouwinfrastructuur	Andere stallen en gebouwen	926331.323033572	0.000934776840020241
Polders	17897	Landbouwinfrastructuur	Hoofdgebouwen	11762878.7890321	0.0118701229144921
Polders	17897	Maïs	Korrelmaïs	12006576.4939273	0.0121160424519596
Polders	17897	Maïs	Silomaïs	73690012.8288779	0.0743618569516223
Polders	17897	Overige gewassen	Andere bedekking	26991.7856529694	2.72378742592427e-05
Polders	17897	Overige gewassen	Andere vlinderbloemige groenbedekker	4966.98073834332	5.01226552916823e-06
Polders	17897	Overige gewassen	Begraasde niet-landbouwgrond met overeenkomst	1205247.33223353	0.0012162357729398
Polders	17897	Overige gewassen	Bloemenmengsel	299542.407593873	0.000302273385623718
Polders	17897	Overige gewassen	Bloemenmengsel voor EAG Braak	77367.8055638055	7.80731807355859e-05
Polders	17897	Overige gewassen	Braakliggend land met minimale activiteit met EAG	253449.991841301	0.000255760737638341
Polders	17897	Overige gewassen	Braakliggend land met minimale activiteit zonder EAG	97745.459736608	9.86366213761301e-05
Polders	17897	Overige gewassen	Braakliggend land zonder minimale activiteit	170184.864195745	0.00017173646795317
Polders	17897	Overige gewassen	Cichorei (inuline)	321492.575319385	0.000324423676684991
Polders	17897	Overige gewassen	Cichorei (koffiesurrogaat)	41125.3986149211	4.1500345725042e-05
Polders	17897	Overige gewassen	Jongplanten voor de sierteelt	2992.57586801925	3.01985968073162e-06
Polders	17897	Overige gewassen	Miscanthus	66067.5733108951	6.66699223827562e-05
Polders	17897	Overige gewassen	Niet nader omschreven gewas - kleine landbouwer	756038.594298246	0.000762931524108514
Polders	17897	Overige gewassen	Onverharde landingsbaan of veiligheidszones op vliegvelden	503614.060708204	0.000508205593995136
Polders	17897	Overige gewassen	Phacelia	7047.05293562583	7.11130209118594e-06
Polders	17897	Overige gewassen	Snijrogge	29539.6020225296	2.98089194950768e-05
Polders	17897	Overige gewassen	Volkstuinpark	7840.127353712	7.91160710085753e-06
Polders	17897	Suikerbieten	Suikerbieten	32241143.7378154	0.032535091616222
Polders	17897	Vlas en hennep	Andere hennep dan vezelhennep	4607.09099858181	4.64909461469643e-06
Polders	17897	Vlas en hennep	Vezelvlas (bestemd voor vezelproductie)	13879140.3837116	0.0140056788186715
Polders	17897	Voedergewassen	Andere voedergewassen	80515.9674981915	8.12500449867699e-05
Polders	17897	Voedergewassen	Eenjarige klaver	1609.71330067844	1.62438932499771e-06
Polders	17897	Voedergewassen	Eenjarige luzerne	125004.936054648	0.000126144626880831
Polders	17897	Voedergewassen	Grasklaver	16423792.7051534	0.0165735311592334
Polders	17897	Voedergewassen	Grasluzerne	331267.723565454	0.000334287946586031
Polders	17897	Voedergewassen	Meerjarige klaver	73415.9654208467	7.40853110077193e-05
Polders	17897	Voedergewassen	Meerjarige luzerne	2338699.60477019	0.00236002191866337
Polders	17897	Voedergewassen	Mengsel van gras en vlinderbloemigen (andere dan grasklaver)	638491.561305761	0.000644312795234452
Polders	17897	Voedergewassen	Mengsel van vlinderbloemigen	17202.0376278639	1.73588714705496e-05
Polders	17897	Voedergewassen	Rode klaver	15446.836944524	1.55876683301864e-05
Polders	17897	Voedergewassen	Voederbieten	1785468.28688068	0.00180174669868762
Polders	17897	Water	Poelen <= 0,1 ha	92368.5329064266	9.32106722083128e-05
Polders	17897	NA	Flageolets (voor de boon) - industrie	43928.0679244954	4.43285674375994e-05
Polders	17897	NA	Winterhaver	11641.5134738151	1.17476510914784e-05
Polders	17897	NA	Zomerhaver	298275.1330565	0.000300994557133276
Polders	17897	NA	NA	27507887.2784467	0.0277586812692152
Polders	18262	Aardappelen	Aardappelen (geplande oogst vanaf 1/9)	35523773.8332081	0.0358476499970373
Polders	18262	Aardappelen	Aardappelen (geplande oogst voor 1/9)	1553886.3432494	0.00156805338389775
Polders	18262	Aardappelen	Aardappelen (pootgoed)	7573959.88768798	0.00764301294170578
Polders	18262	Fruit en Noten	Aardbeien	24458.4627750415	2.46814546546186e-05
Polders	18262	Fruit en Noten	Andere meerjarige fruitteelten	234666.06029868	0.000236805549862692
Polders	18262	Fruit en Noten	Druiven	671.389604961783	6.77510775834866e-07
Polders	18262	Fruit en Noten	Hazelnoten	1877.05061998498	1.89416400317924e-06
Polders	18262	Fruit en Noten	Kiwibes	13621.2661266551	1.3745453479055e-05
Polders	18262	Fruit en Noten	Meerjarige fruitteelten (appel)	495126.333807546	0.000499640483074381
Polders	18262	Fruit en Noten	Meerjarige fruitteelten (peer)	3640481.24868085	0.00367367212268119
Polders	18262	Fruit en Noten	Meerjarige fruitteelten (zoete kers, laagstam)	42835.3838530566	4.32259211834544e-05
Polders	18262	Fruit en Noten	Meerjarige fruitteelten hoogstam (appel)	19296.1758754618	1.94721023254066e-05
Polders	18262	Granen, zaden en peulvruchten	Andere granen (bv. Mengkoren)	10363.3794103352	1.04578640668214e-05
Polders	18262	Granen, zaden en peulvruchten	Andere oliehoudende zaden	28218.1028590426	2.8475372003572e-05
Polders	18262	Granen, zaden en peulvruchten	Brouwgerst	20101.0888825142	2.02843538584322e-05
Polders	18262	Granen, zaden en peulvruchten	Faunamengsel	3721259.47898622	0.00375518682156885
Polders	18262	Granen, zaden en peulvruchten	Quinoa	29842.1514740634	3.0114227340361e-05
Polders	18262	Granen, zaden en peulvruchten	Sojabonen	58952.2900260997	5.9489767874941e-05
Polders	18262	Granen, zaden en peulvruchten	Sorghum	32840.9055661303	3.31403215730381e-05
Polders	18262	Granen, zaden en peulvruchten	Spelt	781774.083462617	0.000788901648014789
Polders	18262	Granen, zaden en peulvruchten	Triticale	1421628.79215691	0.0014345900186796
Polders	18262	Granen, zaden en peulvruchten	Tuin- en veldbonen (niet voor menselijke consumptie)	2600641.07229899	0.00262435155018762
Polders	18262	Granen, zaden en peulvruchten	Voedererwten (niet voor menselijke consumptie)	343930.347352099	0.000347066017623164
Polders	18262	Granen, zaden en peulvruchten	Wintergerst	14428870.0462618	0.0145604204581329
Polders	18262	Granen, zaden en peulvruchten	Winterhaver	17435.8591928408	1.75948248256859e-05
Polders	18262	Granen, zaden en peulvruchten	Winterkoolzaad	847628.169849203	0.000855356137077384
Polders	18262	Granen, zaden en peulvruchten	Winterrogge	111708.015500396	0.000112726476086794
Polders	18262	Granen, zaden en peulvruchten	Wintertarwe	117259401.789409	0.118328475289392
Polders	18262	Granen, zaden en peulvruchten	Zaaizaad graangewassen	371586.430130897	0.000374974245515795
Polders	18262	Granen, zaden en peulvruchten	Zaaizaad olie- en vezelhoudende planten	3227976.41513505	0.0032574064138501
Polders	18262	Granen, zaden en peulvruchten	Zaaizaad wintertarwe of triticale	1007992.4036549	0.00101718243831725
Polders	18262	Granen, zaden en peulvruchten	Zomergerst	4738745.89335618	0.00478194982907843
Polders	18262	Granen, zaden en peulvruchten	Zomerhaver	248785.410489292	0.000251053628521089
Polders	18262	Granen, zaden en peulvruchten	Zomerkoolzaad	3637.52806610207	3.67069201544488e-06
Polders	18262	Granen, zaden en peulvruchten	Zomerrogge	43639.1971212248	4.40370629510932e-05
Polders	18262	Granen, zaden en peulvruchten	Zomertarwe	2464442.13168918	0.00248691086114732
Polders	18262	Granen, zaden en peulvruchten	Zonnebloempitten	96229.898654189	9.71072426708502e-05
Polders	18262	Grasland	Graskruiden mengsel	5143716.84188014	0.0051906129652029
Polders	18262	Grasland	Grasland	190282903.353491	0.192017744281985
Polders	18262	Grasland	Graszoden	80027.072278705	8.07566924281239e-05
Polders	18262	Grasland	Natuurlijk grasland met minimumactiviteit	3388642.30687916	0.00341953712329406
Polders	18262	Grasland	Natuurlijk grasland zonder minimumactiviteit	83597.0439537966	8.43592121296875e-05
Polders	18262	Grasland	Weiland met niet-oogstbare bomen (> 100 bomen per ha)	547650.50270569	0.000552643523570203
Polders	18262	Grasland	Weiland met oogstbare hoogstam bomen (> 100 bomen/ha)	95181.4039278489	9.60491886434246e-05
Polders	18262	Grasland	Zaaizaad grassen	26092925.3012061	0.0263308188479142
Polders	18262	Groenten, kruiden en sierplanten	(Knol)venkel - vers	3253.74394434423	3.28340886991561e-06
Polders	18262	Groenten, kruiden en sierplanten	Ajuinen (niet vroege) - vers	2735856.18267087	0.00276079943924581
Polders	18262	Groenten, kruiden en sierplanten	Ajuinen (niet-vroege) - industrie	2900666.76737141	0.00292711262950233
Polders	18262	Groenten, kruiden en sierplanten	Ajuinen (vroege) - industrie	767227.105155565	0.000774222042483178
Polders	18262	Groenten, kruiden en sierplanten	Ajuinen (vroege) - vers	423921.129740048	0.000427786089299553
Polders	18262	Groenten, kruiden en sierplanten	Andere alternatieve slasoorten - vers	6592.95276972139	6.65306181842185e-06
Polders	18262	Groenten, kruiden en sierplanten	Andere groenten - industrie	39931.132762721	4.02951915521184e-05
Polders	18262	Groenten, kruiden en sierplanten	Andere groenten - vers	129988.261083571	0.000131173385714198
Polders	18262	Groenten, kruiden en sierplanten	Andere kolen - vers	88572.8337702347	8.93803670507829e-05
Polders	18262	Groenten, kruiden en sierplanten	Andere kruiden -  industrie	164810.062950249	0.000166312663749347
Polders	18262	Groenten, kruiden en sierplanten	Asperges - vers	10158.3966614494	1.02510124560666e-05
Polders	18262	Groenten, kruiden en sierplanten	Basilicum - industrie	26073.766603006	2.6311485476671e-05
Polders	18262	Groenten, kruiden en sierplanten	Bieslook - industrie	43980.354745013	4.43813309657699e-05
Polders	18262	Groenten, kruiden en sierplanten	Bladselder - vers	7911.37492759107	7.98350425073655e-06
Polders	18262	Groenten, kruiden en sierplanten	Bloembollen en -knollen	311398.703645639	0.000314237777501691
Polders	18262	Groenten, kruiden en sierplanten	Bloemkool - industrie	1450627.43759414	0.00146385304959807
Polders	18262	Groenten, kruiden en sierplanten	Courgettes - industrie	65310.2538586503	6.59056983229059e-05
Polders	18262	Groenten, kruiden en sierplanten	Courgettes - vers	122252.767302176	0.000123367366147367
Polders	18262	Groenten, kruiden en sierplanten	Erwten (andere dan droog geoogst) - industrie	1995313.63745701	0.00201350524428262
Polders	18262	Groenten, kruiden en sierplanten	Erwten (andere dan droog geoogst) - vers	116497.125632287	0.00011755924933356
Polders	18262	Groenten, kruiden en sierplanten	Groene kamerplanten (ficus, ...)	10079.9117685179	1.01718120032918e-05
Polders	18262	Groenten, kruiden en sierplanten	Kerstbomen	14948.5736350068	1.50848622710722e-05
Polders	18262	Groenten, kruiden en sierplanten	Knolselder - industrie	92596.3397343936	9.34405559890801e-05
Polders	18262	Groenten, kruiden en sierplanten	Knolselder - vers	280309.586290288	0.000282865215484373
Polders	18262	Groenten, kruiden en sierplanten	Koolraap - industrie	162717.662826076	0.000164201186864676
Polders	18262	Groenten, kruiden en sierplanten	Laanbomen	6099.89415539395	6.15550790657053e-06
Polders	18262	Groenten, kruiden en sierplanten	Niet-bloeiende heesters	4979.52103182161	5.02492015459121e-06
Polders	18262	Groenten, kruiden en sierplanten	Perk- en balkonplanten	44589.53676011	4.49960669947802e-05
Polders	18262	Groenten, kruiden en sierplanten	Peterselie - industrie	156565.789143082	0.000157993225524494
Polders	18262	Groenten, kruiden en sierplanten	Pompoenen - industrie	49469.3515131064	4.99203718317924e-05
Polders	18262	Groenten, kruiden en sierplanten	Pompoenen - vers	145624.981397215	0.000146952668611813
Polders	18262	Groenten, kruiden en sierplanten	Potchrysanten	12594.7640903378	1.27095926526709e-05
Polders	18262	Groenten, kruiden en sierplanten	Prei - industrie	136885.335736294	0.000138133342145492
Polders	18262	Groenten, kruiden en sierplanten	Prei - vers	136339.12041549	0.000137582146888616
Polders	18262	Groenten, kruiden en sierplanten	Rabarber - vers	204.264217866556	2.06126528768568e-07
Polders	18262	Groenten, kruiden en sierplanten	Radijs - vers	9363.03696733159	9.44840133512113e-06
Polders	18262	Groenten, kruiden en sierplanten	Rode kool - industrie	21080.8422068445	2.12730397570344e-05
Polders	18262	Groenten, kruiden en sierplanten	Rode kool - vers	38856.7763601742	3.9211040063276e-05
Polders	18262	Groenten, kruiden en sierplanten	Savooikool - industrie	35816.4025731398	3.61429466819391e-05
Polders	18262	Groenten, kruiden en sierplanten	Sjalotten - vers	68832.5650061367	6.94601229678944e-05
Polders	18262	Groenten, kruiden en sierplanten	Snijbloemen - rozen	29569.3919661312	2.98389810385568e-05
Polders	18262	Groenten, kruiden en sierplanten	Snijbonen - industrie	287602.525662057	0.000290224645799302
Polders	18262	Groenten, kruiden en sierplanten	Snijbonen - vers	102178.066885246	0.000103109641342556
Polders	18262	Groenten, kruiden en sierplanten	Snijplanten < 5 jaar	15067.2056500104	1.52045758739191e-05
Polders	18262	Groenten, kruiden en sierplanten	Spinazie - industrie	36813.0456759841	3.71486763459796e-05
Polders	18262	Groenten, kruiden en sierplanten	Spruitkool - industrie	3898159.14138946	0.00393369930766337
Polders	18262	Groenten, kruiden en sierplanten	Spruitkool - vers	93783.0946569779	9.46381307539913e-05
Polders	18262	Groenten, kruiden en sierplanten	Stamslabonen/sperziebonen - industrie	608823.897093631	0.000614374645985459
Polders	18262	Groenten, kruiden en sierplanten	Stamslabonen/sperziebonen - vers	520891.255591639	0.000525640307942475
Polders	18262	Groenten, kruiden en sierplanten	Tomaten - vers	4280.81481192331	4.31984371369086e-06
Polders	18262	Groenten, kruiden en sierplanten	Tuin- en veldbonen (Vicia faba) - industrie	706560.717960276	0.00071300254972961
Polders	18262	Groenten, kruiden en sierplanten	Tuin- en veldbonen (Vicia faba) - vers	47333.3931684192	4.77649395990543e-05
Polders	18262	Groenten, kruiden en sierplanten	Vaste planten	3110.31151450863	3.13866874272325e-06
Polders	18262	Groenten, kruiden en sierplanten	Veldsla - vers	7680.71917712991	7.75074557337424e-06
Polders	18262	Groenten, kruiden en sierplanten	Witloofwortel	55972.0626518122	5.64823692712156e-05
Polders	18262	Groenten, kruiden en sierplanten	Witte kool - industrie	87917.707728414	8.87192681157036e-05
Polders	18262	Groenten, kruiden en sierplanten	Witte kool - vers	141599.025560581	0.000142890007465145
Polders	18262	Groenten, kruiden en sierplanten	Wortel (niet-vroege) (consumptie) - industrie	224246.857590539	0.000226291353547758
Polders	18262	Groenten, kruiden en sierplanten	Wortel (niet-vroege) (consumptie) - vers	130726.589144866	0.000131918445235424
Polders	18262	Groenten, kruiden en sierplanten	Wortel (vroege) (consumptie) - industrie	130535.304358111	0.000131725416473403
Polders	18262	Houtachtige gewassen	Bebossing (korte omlooptijd)	19348.55674584	1.9524960760906e-05
Polders	18262	Houtachtige gewassen	Bebossing loofbomen-ecologisch	12618.1296320635	1.27331712219329e-05
Polders	18262	Houtachtige gewassen	Bebossing met contract voor 2008	34733.621377078	3.50502935893356e-05
Polders	18262	Houtachtige gewassen	Bomen in groep	5078.76305781389	5.12506698666686e-06
Polders	18262	Houtachtige gewassen	Bomenrijen	6171.0025044903	6.2272645623313e-06
Polders	18262	Houtachtige gewassen	Boomkweek - bos- en haagplanten	121996.997687233	0.000123109264638237
Polders	18262	Houtachtige gewassen	Houtkanten en houtwallen <= 10 m breed	69733.0055090354	7.03687729368596e-05
Polders	18262	Houtachtige gewassen	Wijmenaanplantingen	77015.8666718227	7.77180331580966e-05
Polders	18262	Landbouwinfrastructuur	Andere stallen en gebouwen	942984.88603143	0.000951582236326214
Polders	18262	Landbouwinfrastructuur	Hoofdgebouwen	11790527.4302565	0.0118980236329844
Polders	18262	Maïs	Korrelmaïs	16153607.6366628	0.016300882768464
Polders	18262	Maïs	Silomaïs	81285592.7030238	0.0820266869928041
Polders	18262	Overige gewassen	Andere bedekking	6539.05098049808	6.59866859760687e-06
Polders	18262	Overige gewassen	Andere niet-vlinderbloemige groenbedekker	1121.3414000452	1.13156485639009e-06
Polders	18262	Overige gewassen	Begraasde niet-landbouwgrond	1542966.86761644	0.00155703435358642
Polders	18262	Overige gewassen	Bladrammenas	23634.2421765336	2.38497194996099e-05
Polders	18262	Overige gewassen	Bloemenmengsel	545842.842405856	0.000550819382530283
Polders	18262	Overige gewassen	Bloemenmengsel voor EAG Braak	19405.0137128302	1.95819324554692e-05
Polders	18262	Overige gewassen	Braakliggend land met minimale activiteit met EAG	160456.678785199	0.000161919589055649
Polders	18262	Overige gewassen	Braakliggend land met minimale activiteit zonder EAG	127289.986822297	0.000128450510836987
Polders	18262	Overige gewassen	Braakliggend land zonder minimale activiteit	113443.596886601	0.000114477881057622
Polders	18262	Overige gewassen	Cichorei (inuline)	299505.085899582	0.000302235723661323
Polders	18262	Overige gewassen	Cichorei (koffiesurrogaat)	50807.0969901693	5.12703137572204e-05
Polders	18262	Overige gewassen	Jongplanten voor de sierteelt	7399.54984860125	7.46701277723828e-06
Polders	18262	Overige gewassen	Mengsel van niet-vlinderbloemige groenbedekkers	22473.0249007361	2.26779152124654e-05
Polders	18262	Overige gewassen	Miscanthus	61622.3831068116	6.21842046390721e-05
